wallet_id,anomaly_reason,aggregated_lp_score,total_deposit_all_time,sum_pool_total_score,diff_sum_agg,score_per_deposit
0x03abdb36cec2fd9d9bc83b5a8e84ce770b0583f7,zero_deposit; ,78.0,0.0,78.0,0.0,
0x034c146f7f5c9229f3d2af742f33d8f7214b0a79,IQR; robust-z; ,560.0,252.9398894040956,560.0,0.0,2.213964753915689
0x026cef44938b96a693cd8ccc144b56fae17f556c,zero_deposit; ,48.0,0.0,48.0,0.0,
0x033cbcb6cd64ff74ca63363d5415ff3a977503c4,IQR; robust-z; ,426.7,121.76247676583093,502.0,75.30000000000001,3.504363670432013
0x038edc61b0913f5a1fb5d4c9c05ec278b595e652,IQR; robust-z; ,261.0,205.20554721884383,261.0,0.0,1.2718954411191112
0x036d98de998a97bb2a6fbda703b18d561bbbe350,zero_deposit; ,77.0,0.0,77.0,0.0,
0x025b0df3cc536c1c2f50c1aa87cb1942dbf841ac,IQR; robust-z; ,262.22,106.24440933235888,501.0,238.77999999999997,2.468082806877026
0x02c0dc0bac632e9b2b87a72bf34c2edcf5934c30,IQR; robust-z; ,226.95,168.73520975955648,267.0,40.05000000000001,1.3450067731767315
0x027e54dcc0c3e34b8c4f0a1932aa81a0fe22645e,mismatch_sum_agg; ,446.12,86873390.10840355,1871.0,1424.88,5.135289407300859e-06
0x03829183e31fab50c32b7c1a5cd27169aa75efa9,IQR; robust-z; ,221.0,169.31638580257953,260.0,39.0,1.3052487445466903
0x03a4eace55fed31f4b1ebd0c6f771a630451fa2a,zero_deposit; ,69.4,0.0,128.0,58.599999999999994,
0x02a6b52bc4ed38b5183c402ce41ca1657ff692b4,zero_deposit; ,55.25,0.0,65.0,9.75,
0x026f5f8b2d7a7e55881c92158ca74006de583c33,zero_deposit; ,50.15,0.0,59.0,8.850000000000001,
0x02f81a37976e916bd4238c0eee9a78bb66bec039,robust-z; ,460.0,579.9883540129177,460.0,0.0,0.7931193735482397
0x02b1f491b4e05b4423a48e37f15f987efd65aa85,IQR; robust-z; ,430.1,330.77535327198285,506.0,75.89999999999998,1.3002782575712242
0x02e130e5ef491ecac33deae32b9725ec017b784c,IQR; robust-z; ,511.0,463.4809171596464,511.0,0.0,1.1025265142124192
0x02eef3e77398c7813cddb76b461560c6416c3952,mismatch_sum_agg; ,96.3,233.50839069449407,613.0,516.7,0.41240488067082837
0x0319479d8223a8fdab6213d7114ba96c24b4c6ea,IQR; robust-z; ,400.2,342.904464,348.0,-52.19999999999999,1.167088918387484
0x0363864ccf14634e3ba819c5894f3e98e1d3f04b,robust-z; ,289.85,319.2416401627527,341.0,51.14999999999998,0.9079329371075512
0x03a2f65a7ad9754f9eaf1ccbc7f874661de9ecaf,IQR; robust-z; ,237.0,104.48569133668356,237.0,0.0,2.2682531643143027
0x02becbd7f8394891aaa3f36a08682ff21378a78c,IQR; robust-z; ,236.3,180.45174132421093,278.0,41.69999999999999,1.3094913812743352
0x030dff1946806b8d36db64826401db94faa673aa,IQR; robust-z; ,564.0,125.1025522254391,564.0,0.0,4.508301309342215
0x038d18e92ef6dc150a098637b05baf3ebb9743d3,IQR; robust-z; ,386.75,322.06844627526533,455.0,68.25,1.2008317004437394
0x039c125dc1a795206478f7902310bdc89251120a,IQR; robust-z; ,584.0,199.79499148933616,584.0,0.0,2.922996195483561
0x0344d6a8437d1d23b62212818c37f5842a2d43d0,zero_deposit; ,51.0,0.0,51.0,0.0,
0x035b89d0ae7afcc853bc8aa9908b272c33e19650,IQR; robust-z; ,226.1,118.23599063735676,266.0,39.900000000000006,1.9122772920596947
0x038d7ee3055002890db94a4f6a57d4938f20a9ae,robust-z; ,271.0,336.4410262552782,271.0,0.0,0.8054903500216287
0x03ec35dd8a1f49c94f8ad20c91d3e227fb0c1f8a,IQR; robust-z; ,224.18,194.30262589300852,344.0,119.82,1.1537672173480726
0x03a8de4df39500303b925cc412d519b489662ff0,mismatch_sum_agg; ,287.09,12977.151449096273,858.0,570.9100000000001,0.02212272863780078
0x0477cd1db43fc056d6242ed5dd5177dc2267f8da,zero_deposit; ,53.0,0.0,53.0,0.0,
0x03bb5efe308d31c1fe6eb15927471d76bf451573,IQR; robust-z; ,512.0,111.9377865495558,512.0,0.0,4.573969307257414
0x03b1c9ccbda17d5a58bef50ae467e37758bc0d3c,mismatch_sum_agg; ,260.74,637.8100726501656,798.0,537.26,0.40880508348919425
0x048ffae5c45985805e5bed87e5d4ba24198f7bee,robust-z; ,247.35,246.49024273918752,291.0,43.650000000000006,1.00348799713635
0x0418fe147db2bf75cba97c895082e3d6dd579005,IQR; robust-z; ,230.35,196.4744545179153,271.0,40.650000000000006,1.1724170481358727
0x049f14edbd5e63d9cbff4ae805ccccdaba1c202f,mismatch_sum_agg; ,246.04,38959.64354021137,1129.0,882.96,0.006315252852507621
0x040d622b68e087fd4766572161137e4ba140c2b6,zero_deposit; ,51.0,0.0,51.0,0.0,
0x0473f0ec1b6dcb14b2b80394bb2ea73183316c70,zero_deposit; ,63.25,0.0,55.0,-8.25,
0x0440a262c4c02904d40f90a160041999823e6b56,IQR; robust-z; ,280.0,135.68916202480065,280.0,0.0,2.063539901210554
0x04430c2fc5416255f40876217f14f47fe9727a8a,IQR; robust-z; ,433.5,124.05245279580998,510.0,76.5,3.494489550428639
0x040c6cd4f1b7c2672ecf0d158d5aba274164f695,robust-z; ,207.4,244.9615074312429,244.0,36.599999999999994,0.8466636337066719
0x042a59c70d60ccc0993bf53c1d19577122fb04b3,IQR; robust-z; ,343.0,124.89338127291826,343.0,0.0,2.7463424923252977
